ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0109420	filament	intracellular anatomical structure	cytoskeleton		stage 1	adult stage	A component of a cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits.	protein filament, fiber, polymeric cytoskeletal fiber																	echinoderm_anatomy				
ECAO:0109430	spindle pole	intracellular anatomical structure	microtubule cytoskeleton		stage 1	adult stage	The either end of a spindle, from where the spindle microtubules emanate.																		echinoderm_anatomy				
ECAO:0109440	equator region	anatomical region	embryo		stage 1	stage 11	The middle region of an oocyte or a zygote, which comprises the most basal portion of the animal and vegetal hemispheres.	equator																	echinoderm_anatomy				
ECAO:0109450	kinetochore	cellular anatomical entity	chromosome		stage 1	adult stage	A multisubunit complex that is located on chromosomes and provides an attachment point for the spindle microtubules.																		echinoderm_anatomy				
ECAO:0109460	apical cilium	cilium	multicellular organism		stage 9	adult stage	A cilium that develops on the apical surface of a cell.																		echinoderm_anatomy				
ECAO:0109470	short motile cilium	cilium	pre-metamorphic organism		stage 9	adult stage	A cilium of short size exhibiting motility thanks to the molecular motors it contains. In echinoderms, short motile cilia are encountered on the outer surface of the developing embryo as well as in the developing and developed digestive tract of embryos and larvae.																		echinoderm_anatomy				
ECAO:0109480	long immotile cilium	cilium	apical tuft		stage 12	larval development	A cilium of long size that does not contain molecular motors and as such does not exhibit any beating movement. In some echinoderms, long immotile cilia are found, when present, at the animal pole of embryos and constitute the apical tuft.	long non-motile cilium, elongated cilium																	echinoderm_anatomy				
ECAO:0109490	filopodial cable	cellular anatomical entity	cell		stage 13	adult stage	A sheet-like cellular projection that is supported by an ordered network of actin filaments and that is involved in cellular motility and syncytium formation.	lamellipodia																	echinoderm_anatomy				
ECAO:0109500	nucleolus	intracellular anatomical structure	nucleus		stage 1	adult stage	A small, dense body present in the nucleus of cells and that is rich in RNA and protein, not bounded by a limiting membrane, and not seen during mitosis.																		echinoderm_anatomy				
ECAO:0109510	chromosome	intracellular anatomical structure	nucleus		stage 1	adult stage	A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information.																		echinoderm_anatomy				
ECAO:0109520	animal blastomere	blastomere	animal hemisphere		stage 4	stage 7	An undifferentiated cell part of the animal hemisphere of an embryo.																		echinoderm_anatomy				
ECAO:0109530	vegetal blastomere	blastomere	vegetal hemisphere		stage 4	stage 7	An undifferentiated cell part of the vegetal hemisphere of an embryo.																		echinoderm_anatomy				
ECAO:0109540	macromere descendant cell	embryonic cell	vegetal hemisphere	macromere	stage 7	stage 11	A cell derived from a macromere through cell division.																		echinoderm_anatomy				
ECAO:0109550	presumptive blastocoel	anatomical space	embryo		stage 6	stage 7	The inner, extracellular space between blastomeres of the cleavage stage embryos that will gradually expand and form the blastocoel.																		echinoderm_anatomy				1
ECAO:0109560	blastocoel roof	embryonic region	blastocoel		stage 8	stage 15	The most apical region of the blastocoel.																		echinoderm_anatomy				
ECAO:0109570	blastocoel wall	embryonic region	blastocoel		stage 8	stage 15	The region of the blastocoel comprised in the middle region of the embryo, below the blastocoel roof.																		echinoderm_anatomy				1
ECAO:0109580	ectoderm cell	cell	ectoderm		stage 12	adult stage	A cell part of the ectoderm germ layer.	ectodermal cell																	echinoderm_anatomy				
ECAO:0109590	epidermis	tissue	multicellular organism	ectoderm	larval development	adult stage	An epithelium derived from ectoderm and constituting the outermost protective layer of an embryo, a larva, or an adult.																		echinoderm_anatomy				
ECAO:0109600	epithelium	tissue	multicellular organism		stage 8	adult stage	A tissue that consists of one or more layers of epithelial cells connected to each other by cell junctions and which is underlain by a basal lamina.																		echinoderm_anatomy				
ECAO:0109610	embryonic ectoderm	ectoderm	embryo	presumptive ectoderm	stage 12	stage 19	The ectoderm that is specifically present in an embryo																		echinoderm_anatomy				
ECAO:0109620	larval ectoderm	ectoderm	larva	embryonic ectoderm	larval development	larval development	The ectoderm that is specifically present in a larva.																		echinoderm_anatomy				
ECAO:0109630	pre-metamorphic organism ectoderm	ectoderm	pre-metamorphic organism		stage 12	larval development	The ectoderm that is specifically present in an embryo and a larva but not in an adult.																		echinoderm_anatomy				
ECAO:0109640	vegetal tier 1 ectoderm	presumptive ectoderm	embryo	ectoendoderm	stage 9	stage 11	The ectoderm that specifically derives from cells of the veg1 tier.	veg1 ecto, veg1 ectoderm																	echinoderm_anatomy				
ECAO:0109650	non-apical ectoderm	presumptive ectoderm	animal ectoderm		stage 8	stage 15	The ectoderm that is part of the animal ectoderm but located below the apical pole domain ectoderm.																		echinoderm_anatomy				
ECAO:0109660	apical pole domain	embryonic region	embryo		stage 8	stage 15	A thickened region at the animal hemisphere, located at the animal pole, and that contains developing neurons and cells with elongated cilia.	animal pole domain, apical plate, animal plate																	echinoderm_anatomy				
ECAO:0109670	apical pole domain ectoderm	animal ectoderm	apical pole domain		stage 8	stage 15	The ectoderm that is part of the animal ectoderm and is specifically restricted to the apical pole domain.	apical ectoderm																	echinoderm_anatomy				
ECAO:0109680	presumptive oral ectoderm	embryonic region	presumptive ectoderm		stage 7	stage 15	The portion of the presumptive ectoderm that is located on the oral side of the embryo (which will later generate the ventral side of the larva).																		echinoderm_anatomy				
ECAO:0109690	oral ectoderm	presumptive ectoderm	embryo	presumptive oral ectoderm	stage 16	stage 19	The portion of the embryonic ectoderm that is located on the oral side of the embryo and will give rise to ventral ectoderm of the larva.																		echinoderm_anatomy				
ECAO:0109700	presumptive aboral ectoderm	embryonic region	presumptive ectoderm		stage 7	stage 15	The portion of the presumptive ectoderm that is located on the aboral side of the embryo (which will later generate the dorsal side of the larva).	lateral-aboral pre-state ectoderm																	echinoderm_anatomy				
ECAO:0109710	aboral ectoderm	presumptive ectoderm	embryo	presumptive aboral ectoderm	stage 16	stage 19	The portion of the embryonic ectoderm that is located on the aboral side of the embryo and will give rise to dorsal ectoderm of the larva.																		echinoderm_anatomy				
ECAO:0109720	oral border ectoderm	embryonic region	border ectoderm	ectoendoderm	stage 13	stage 17	The portion of the border ectoderm that is located on the oral side of the embryo.	veg1 oral ectoderm, oral BE, ventral BE, equatorial oral ectoderm																	echinoderm_anatomy				
ECAO:0109730	aboral border ectoderm	embryonic region	border ectoderm	ectoendoderm	stage 13	stage 17	The portion of the border ectoderm that is located on the aboral side of the embryo.	veg1 aboral ectoderm, dorsal BE, aboral BE																	echinoderm_anatomy				
ECAO:0109740	stomodeal presumptive ectoderm	embryonic region	presumptive oral ectoderm		stage 12	stage 17	The portion of the presumptive oral ectoderm where the stomodeum will form.																		echinoderm_anatomy				
ECAO:0109750	stomodeal ectoderm	embryonic region	oral ectoderm		stage 18	stage 18	The portion of the oral ectoderm where the stomodeum forms.																		echinoderm_anatomy				
ECAO:0109760	neuroectoderm	tissue	ectoderm		stage 8	adult stage	The portion of the ectoderm where neurons form.																		echinoderm_anatomy				1
ECAO:0109770	presumptive apical pole domain neuron	presumptive neuron	apical pole domain		stage 12	stage 15	An ectodermal progenitor cell from the animal pole domain that will develop into a neuron.	apical pole domain presumptive neuron, animal pole domain neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0109780	presumptive endoderm neuron	presumptive neuron	endoderm		stage 17	larval development	An endodermal cell that will develop into a neuron.	presumptive endodermal neuron, endoderm-ssociated neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0109790	presumptive postoral arm neuron	presumptive neuron	postoral arm ectoderm		stage 18	larval development	A neuronal progenitor cell present in the epidermis of a postoral arm.																		echinoderm_anatomy				
ECAO:0109800	presumptive oral hood neuron	presumptive neuron	oral hood		stage 18	larval development	A neuronal progenitor cell present in the epidermis of the oral hood.																		echinoderm_anatomy				
ECAO:0109810	postoral arm neuron	larval neuron	postoral arm	presumptive postoral arm neuron	stage 19	larval development	A neuron that is located in the postoral arm ectoderm outside the ciliary band.																		echinoderm_anatomy				
